set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,year,volume,weight,piece_cnt,minifig_cnt,number_parts,total_parts,number_spare_parts,total_spare_parts,number_colors,1st_color,2nd_color,bars_ladders_and_fences_cnt_prts,baseplates_cnt_prts,belville_scala_and_fabuland_cnt_prts,bionicle_hero_factory_and_constraction_cnt_prts,bricks_cnt_prts,bricks_curved_cnt_prts,bricks_printed_cnt_prts,bricks_round_and_cones_cnt_prts,bricks_sloped_cnt_prts,bricks_special_cnt_prts,bricks_wedged_cnt_prts,clikits_cnt_prts,containers_cnt_prts,duplo_quatro_and_primo_cnt_prts,flags_signs_plastics_and_cloth_cnt_prts,ho_scale_cnt_prts,hinges_arms_and_turntables_cnt_prts,magnets_and_holders_cnt_prts,mechanical_cnt_prts,minifig_accessories_cnt_prts,minifigs_cnt_prts,non-buildable_figures_cnt_prts,non-lego_cnt_prts,other_cnt_prts,panels_cnt_prts,plants_and_animals_cnt_prts,plates_cnt_prts,plates_angled_cnt_prts,plates_round_and_dishes_cnt_prts,plates_special_cnt_prts,pneumatics_cnt_prts,power_functions_mindstorms_and_electric_cnt_prts,rock_cnt_prts,string_bands_and_reels_cnt_prts,supports_girders_and_cranes_cnt_prts,technic_axles_cnt_prts,technic_beams_cnt_prts,technic_beams_special_cnt_prts,technic_bricks_cnt_prts,technic_bushes_cnt_prts,technic_connectors_cnt_prts,technic_gears_cnt_prts,technic_panels_cnt_prts,technic_pins_cnt_prts,technic_special_cnt_prts,technic_steering_suspension_and_engine_cnt_prts,tiles_cnt_prts,tiles_printed_cnt_prts,tiles_special_cnt_prts,tools_cnt_prts,transportation_-_land_cnt_prts,transportation_-_sea_and_air_cnt_prts,tubes_and_hoses_cnt_prts,wheels_and_tyres_cnt_prts,windows_and_doors_cnt_prts,windscreens_and_fuselage_cnt_prts,znap_cnt_prts,bars_ladders_and_fences_tot_prts,baseplates_tot_prts,belville_scala_and_fabuland_tot_prts,bionicle_hero_factory_and_constraction_tot_prts,bricks_tot_prts,bricks_curved_tot_prts,bricks_printed_tot_prts,bricks_round_and_cones_tot_prts,bricks_sloped_tot_prts,bricks_special_tot_prts,bricks_wedged_tot_prts,clikits_tot_prts,containers_tot_prts,duplo_quatro_and_primo_tot_prts,flags_signs_plastics_and_cloth_tot_prts,ho_scale_tot_prts,hinges_arms_and_turntables_tot_prts,magnets_and_holders_tot_prts,mechanical_tot_prts,minifig_accessories_tot_prts,minifigs_tot_prts,non-buildable_figures_tot_prts,non-lego_tot_prts,other_tot_prts,panels_tot_prts,plants_and_animals_tot_prts,plates_tot_prts,plates_angled_tot_prts,plates_round_and_dishes_tot_prts,plates_special_tot_prts,pneumatics_tot_prts,power_functions_mindstorms_and_electric_tot_prts,rock_tot_prts,string_bands_and_reels_tot_prts,supports_girders_and_cranes_tot_prts,technic_axles_tot_prts,technic_beams_tot_prts,technic_beams_special_tot_prts,technic_bricks_tot_prts,technic_bushes_tot_prts,technic_connectors_tot_prts,technic_gears_tot_prts,technic_panels_tot_prts,technic_pins_tot_prts,technic_special_tot_prts,technic_steering_suspension_and_engine_tot_prts,tiles_tot_prts,tiles_printed_tot_prts,tiles_special_tot_prts,tools_tot_prts,transportation_-_land_tot_prts,transportation_-_sea_and_air_tot_prts,tubes_and_hoses_tot_prts,wheels_and_tyres_tot_prts,windows_and_doors_tot_prts,windscreens_and_fuselage_tot_prts,znap_tot_prts
7628-1,Peril in Peru,49.99,123.0,82.0,4.7,11.0,Licensed,Indiana Jones,Kingdom of the Crystal Skull,2008,,,625.0,6,239,648,15,23,21,Light Bluish Gray,White,7,0,0,0,13,7,0,4,16,4,13,0,2,0,0,0,4,0,0,22,20,0,0,0,4,0,36,12,13,13,0,0,0,0,0,2,1,0,3,2,1,0,0,5,0,0,15,1,5,0,6,2,0,5,0,1,0,10,0,0,0,19,17,0,12,45,19,20,0,3,0,0,0,6,0,0,32,21,0,0,0,14,0,142,16,55,53,0,0,0,0,0,4,4,0,9,19,2,0,0,14,0,0,42,1,18,0,12,4,0,34,0,1,0
7644-1,MX-81 Hypersonic Operations Aircraft,79.99,227.0,84.0,4.5,10.0,Action/Adventure,Space,Mars Mission,2008,15925.248,1.89,795.0,5,212,823,13,29,17,White,Black,7,0,0,1,10,7,0,13,16,8,9,0,2,0,1,0,7,0,0,8,10,0,0,0,2,0,24,1,13,8,0,0,1,2,0,8,3,0,9,2,4,0,1,10,2,0,7,0,8,0,2,1,2,1,0,2,0,30,0,0,1,40,39,0,62,38,27,10,0,2,0,1,0,24,0,0,14,17,0,0,0,5,0,99,1,58,23,0,0,4,2,0,12,13,0,58,3,15,0,4,114,2,0,36,0,51,0,3,4,4,4,0,3,0
7645-1,MT-61 Crystal Reaper,49.99,86.0,59.0,5.0,8.0,Action/Adventure,Space,Mars Mission,2008,13271.04,1.16,600.0,6,204,620,14,22,17,Black,White,7,0,0,2,6,5,0,9,10,5,6,0,2,0,1,0,11,0,0,11,10,0,0,0,1,1,21,5,11,15,2,0,1,0,1,5,3,0,10,4,5,2,0,6,5,0,5,0,4,0,1,5,1,3,0,2,0,21,0,0,8,7,11,0,27,22,9,6,0,2,0,2,0,24,0,0,21,26,0,0,0,1,2,51,8,32,41,2,0,5,0,2,11,12,0,27,16,16,4,0,83,75,0,12,0,11,0,1,7,1,12,0,2,0
7646-1,ETX Alien Infiltrator,29.99,65.0,32.0,4.5,18.0,Action/Adventure,Space,Mars Mission,2008,6635.52,0.64,333.0,4,137,343,9,15,15,Black,White,5,0,0,1,2,6,0,3,8,4,5,0,0,0,1,0,8,0,0,9,8,0,0,0,0,2,15,3,8,10,0,0,1,0,0,0,1,0,5,0,4,3,0,8,3,0,5,0,4,0,2,0,2,0,0,1,0,18,0,0,1,4,17,0,21,26,9,10,0,0,0,2,0,19,0,0,11,13,0,0,0,0,4,44,6,20,18,0,0,4,0,0,0,4,0,12,0,6,3,0,35,5,0,14,0,9,0,4,0,3,0,0,1,0
7647-1,MX-41 Switch Fighter,19.99,62.0,27.0,4.6,18.0,Action/Adventure,Space,Mars Mission,2008,4976.64,0.51,235.0,2,95,234,0,0,15,Black,White,3,0,0,0,5,2,0,4,1,4,5,0,0,0,1,0,3,0,0,7,5,0,0,0,0,2,14,4,4,8,0,0,1,0,0,1,0,0,3,0,2,0,0,5,0,0,3,0,3,0,2,0,0,1,0,2,0,10,0,0,0,6,5,0,11,8,13,6,0,0,0,4,0,12,0,0,9,5,0,0,0,0,4,41,6,7,29,0,0,5,0,0,1,0,0,6,0,4,0,0,17,0,0,5,0,9,0,3,0,0,6,0,2,0
7648-1,MT-21 Mobile Mining Unit,9.99,37.0,12.0,4.7,23.0,Action/Adventure,Space,Mars Mission,2008,2073.600000000001,0.22,130.0,2,75,138,9,9,15,White,Black,3,0,0,1,4,1,0,4,4,2,0,0,0,0,1,0,4,0,0,6,7,0,1,0,0,1,7,0,6,8,2,0,1,0,0,1,1,0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,0,1,0,1,0,5,0,0,1,11,3,0,6,9,5,0,0,0,0,2,0,8,0,0,6,8,0,1,0,0,1,16,0,10,12,2,0,3,0,0,1,2,0,5,0,1,0,0,6,0,0,2,0,3,0,0,0,0,8,0,1,0
7649-1,MT-201 Ultra-Drill Walker,69.99,182.0,83.0,5.0,12.0,Action/Adventure,Space,Mars Mission,2008,,,759.0,3,214,782,17,25,18,White,Black,4,0,0,2,9,8,0,9,23,4,7,0,1,0,1,0,9,0,0,6,7,0,0,0,3,6,22,3,13,13,0,0,1,0,1,5,1,0,7,2,8,4,0,5,7,0,9,0,4,0,2,1,1,3,0,3,0,11,0,0,12,40,48,0,29,159,11,19,0,2,0,4,0,15,0,0,9,12,0,0,0,8,11,80,3,50,32,0,0,6,0,2,14,4,0,29,3,28,5,0,53,21,0,21,0,22,0,3,2,2,6,0,6,0
7667-1,Imperial Dropship,9.99,29.0,15.0,4.4,65.0,Licensed,Star Wars,Legends,2008,1327.104,0.13,81.0,4,52,83,3,3,8,Black,Dark Bluish Gray,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,4,5,0,1,0,1,0,8,1,1,4,0,0,0,0,1,2,2,0,2,2,1,0,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,0,0,0,8,12,0,1,0,2,0,12,2,3,5,0,0,0,0,1,2,4,0,3,2,2,0,0,4,0,0,1,0,1,0,0,0,0,2,0,1,0
7668-1,Rebel Scout Speeder,9.99,32.0,15.0,4.7,60.0,Licensed,Star Wars,Legends,2008,1327.104,0.14,82.0,4,42,84,3,3,8,Dark Bluish Gray,Black,3,0,0,0,0,2,0,1,4,1,2,0,0,0,0,0,2,0,0,5,3,0,0,0,1,0,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,3,0,1,10,1,2,0,0,0,0,0,2,0,0,13,12,0,0,0,2,0,9,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0
7669-1,Anakin's Jedi Starfighter,19.99,89.0,15.0,4.2,51.0,Licensed,Star Wars,The Clone Wars,2008,3981.312,0.37,153.0,2,85,157,5,5,14,Light Bluish Gray,Dark Bluish Gray,3,0,0,0,3,1,0,3,6,2,5,0,0,0,1,0,7,0,0,1,5,0,1,0,0,0,13,10,3,2,0,0,0,0,0,1,2,0,3,2,1,0,0,3,0,0,3,1,1,0,0,1,0,0,0,1,0,4,0,0,0,6,2,0,5,9,3,7,0,0,0,1,0,17,0,0,1,6,0,1,0,0,0,33,18,8,4,0,0,0,0,0,2,3,0,5,2,1,0,0,3,0,0,9,1,3,0,0,2,0,0,0,1,0
7670-1,Hailfire Droid & Spider Droid,19.99,54.0,23.0,4.3,50.0,Licensed,Star Wars,The Clone Wars,2008,3981.312,0.31,249.0,5,75,260,10,11,11,Reddish Brown,Dark Bluish Gray,4,0,0,0,0,2,0,3,2,3,1,0,1,0,1,0,5,0,0,3,15,0,0,0,0,0,7,3,6,6,0,0,0,0,0,2,0,0,2,2,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,11,3,6,2,0,1,0,2,0,14,0,0,8,35,0,0,0,0,0,13,10,21,10,0,0,0,0,0,6,0,0,3,3,4,0,0,3,82,0,6,0,0,0,0,0,0,0,0,0,0
7671-1,AT-AP Walker,39.99,72.0,35.0,4.6,35.0,Licensed,Star Wars,Episode III,2008,7464.960000000001,0.72,392.0,2,124,397,5,5,11,Light Bluish Gray,Dark Bluish Gray,5,0,0,0,0,3,0,3,5,6,5,0,0,0,0,0,11,0,0,2,3,0,0,0,2,0,12,7,9,7,0,0,0,0,0,3,5,2,7,0,8,0,0,6,1,0,5,3,2,0,2,0,0,0,0,0,0,5,0,0,0,0,10,0,5,7,15,5,0,0,0,0,0,26,0,0,4,6,0,0,0,4,0,38,25,29,20,0,0,0,0,0,13,12,4,18,0,28,0,0,85,1,0,16,5,12,0,4,0,0,0,0,0,0
7672-1,Rogue Shadow,49.99,161.0,62.0,4.2,37.0,Licensed,Star Wars,Legends,2008,9953.28,0.99,482.0,3,145,499,6,18,11,Black,Dark Bluish Gray,4,0,0,0,2,5,0,4,10,3,13,0,0,0,0,0,4,0,0,5,10,0,0,0,1,0,16,4,4,5,0,0,0,0,0,5,7,0,9,2,8,1,0,10,2,0,5,0,3,0,0,1,0,1,0,1,0,6,0,0,0,3,14,0,7,36,5,30,0,0,0,0,0,6,0,0,7,11,0,0,0,2,0,81,9,19,11,0,0,0,0,0,16,15,0,45,3,24,2,0,95,2,0,29,0,15,0,0,1,0,4,0,1,0
7673-1,Magna Guard Starfighter,44.99,76.0,36.0,4.4,23.0,Licensed,Star Wars,The Clone Wars,2008,8957.952000000001,0.77,431.0,2,144,442,12,12,11,Dark Bluish Gray,Light Bluish Gray,5,0,0,0,4,4,0,8,10,6,6,0,0,0,0,0,4,0,0,2,6,0,1,0,0,1,26,7,7,10,0,0,0,0,0,3,0,1,7,2,2,1,0,5,0,1,9,0,5,0,0,0,0,0,0,1,0,13,0,0,0,14,12,0,32,46,20,11,0,0,0,0,0,12,0,0,4,14,0,1,0,0,2,82,24,14,34,0,0,0,0,0,6,0,2,20,5,3,2,0,18,0,1,33,0,16,0,0,0,0,0,0,1,0
7674-1,V-19 Torrent,54.99,111.0,53.0,4.4,29.0,Licensed,Star Wars,The Clone Wars,2008,9953.28,0.99,471.0,1,152,476,6,6,15,White,Black,3,0,0,1,2,6,0,4,1,0,10,0,1,0,0,0,3,0,0,2,3,0,1,0,2,0,16,12,2,8,0,0,0,0,0,11,8,1,7,4,9,3,0,10,2,1,4,1,4,0,1,3,0,5,0,1,0,7,0,0,2,5,12,0,9,10,0,16,0,2,0,0,0,13,0,0,2,3,0,1,0,4,0,77,27,5,26,0,0,0,0,0,28,19,1,24,19,39,8,0,56,7,2,15,1,12,0,1,8,0,14,0,1,0
7675-1,AT-TE Walker,89.99,233.0,121.0,4.6,45.0,Licensed,Star Wars,The Clone Wars,2008,17694.719999999998,1.53,798.0,6,218,819,10,10,18,Light Bluish Gray,Dark Bluish Gray,7,0,0,0,6,3,0,6,18,7,4,0,3,0,1,0,7,0,0,11,21,0,0,0,4,0,22,10,10,9,2,0,0,1,0,6,7,0,12,2,11,2,0,12,2,0,7,0,4,0,1,0,0,0,0,0,0,13,0,0,0,20,3,0,30,86,18,6,0,8,0,2,0,30,0,0,22,23,0,0,0,12,0,105,24,46,26,3,0,0,4,0,30,26,0,49,5,40,6,0,121,4,0,35,0,14,0,8,0,0,0,0,0,0
7676-1,Republic Attack Gunship,119.99,342.0,159.0,4.8,72.0,Licensed,Star Wars,The Clone Wars,2008,24035.327999999998,2.04,1034.0,7,255,1059,20,26,21,White,Light Bluish Gray,7,0,0,0,16,7,0,8,26,6,7,0,3,0,2,0,9,0,0,22,17,0,1,0,2,0,29,8,12,16,0,0,0,0,0,4,5,0,6,0,6,0,0,7,0,0,15,0,8,0,1,1,0,2,0,2,0,22,0,0,0,88,39,0,33,125,37,7,0,11,0,3,0,48,0,0,35,22,0,1,0,12,0,153,24,41,70,0,0,0,0,0,10,18,0,29,0,25,0,0,55,0,0,85,0,41,0,1,6,0,14,0,4,0
7678-1,Droid Gunship,29.99,55.0,28.0,4.4,14.0,Licensed,Star Wars,The Clone Wars,2008,,,329.0,3,117,332,9,9,12,Light Bluish Gray,Dark Bluish Gray,5,0,0,1,4,2,0,5,7,2,1,0,1,0,1,0,8,0,0,1,6,0,1,0,1,0,15,10,2,8,0,0,0,1,0,4,2,0,0,0,4,1,0,6,1,1,10,0,4,0,2,0,0,0,0,0,0,11,0,0,4,7,4,0,22,15,16,1,0,2,0,2,0,18,0,0,2,12,0,1,0,1,0,55,26,2,32,0,0,0,1,0,11,4,0,0,0,14,1,0,13,2,1,32,0,14,0,6,0,0,0,0,0,0
7679-1,Republic Fighter Tank,49.99,147.0,67.0,4.9,28.0,Licensed,Star Wars,The Clone Wars,2008,,,592.0,2,176,610,13,15,12,White,Dark Bluish Gray,4,0,0,0,8,5,0,6,21,3,8,0,0,0,0,0,8,0,0,8,3,0,0,0,5,0,24,8,9,8,0,0,0,1,0,3,1,0,10,4,3,0,0,8,1,0,9,3,4,0,1,0,0,0,0,0,0,12,0,0,0,45,9,0,34,88,14,9,0,0,0,0,0,23,0,0,13,6,0,0,0,9,0,108,17,25,16,0,0,0,1,0,8,2,0,51,13,5,0,0,27,4,0,48,6,15,0,2,0,0,0,0,0,0
7680-1,The Twilight,99.99,140.0,96.0,4.3,9.0,Licensed,Star Wars,The Clone Wars,2008,,,882.0,4,225,895,8,8,17,Light Bluish Gray,Dark Bluish Gray,5,0,0,0,3,3,0,9,14,4,5,0,2,0,0,0,12,0,0,8,12,0,0,0,5,0,30,13,10,10,0,0,0,3,0,9,12,1,11,4,14,2,0,12,1,0,3,2,5,0,1,0,0,0,0,0,0,7,0,0,0,19,8,0,19,75,17,6,0,2,0,0,0,19,0,0,9,13,0,0,0,18,0,190,34,62,33,0,0,0,3,0,43,37,2,69,7,57,3,0,101,2,0,23,2,13,0,2,0,0,0,0,0,0
7681-1,Separatist Spider Droid,29.99,73.0,36.0,3.9,48.0,Licensed,Star Wars,The Clone Wars,2008,,,206.0,5,78,219,5,5,12,Light Bluish Gray,Dark Bluish Gray,1,0,0,0,1,0,0,3,5,2,1,0,0,0,0,0,4,0,0,10,15,0,0,0,0,0,0,0,8,1,0,0,0,0,0,6,2,0,3,0,6,1,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,10,27,6,4,0,0,0,0,0,4,0,0,16,22,0,0,0,0,0,0,0,14,8,0,0,0,0,0,21,9,0,4,0,33,4,0,27,0,0,0,0,4,0,0,0,2,0,0,0,0
7723-1,Police Pontoon Plane,39.99,61.0,15.0,3.8,4.0,Modern day,City,Police,2008,13271.04,0.84,215.0,1,90,220,6,6,13,White,Blue,0,0,0,0,7,5,0,0,6,2,7,0,0,0,0,0,5,0,0,1,3,0,1,0,1,0,14,3,3,7,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,11,0,2,0,1,2,0,0,2,3,0,0,0,0,0,19,13,0,0,16,4,14,0,0,0,0,0,16,0,0,1,3,0,1,0,3,0,40,4,6,16,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,18,0,13,0,1,3,0,0,12,3,0
7726-1,Coast Guard Truck with Speed Boat,39.99,55.0,17.0,3.5,6.0,Modern day,City,Coast Guard,2008,8294.400000000001,0.74,361.0,2,154,379,12,18,15,White,Light Bluish Gray,5,0,0,0,8,7,0,1,20,6,0,0,2,0,0,0,9,0,0,9,5,0,1,0,1,0,18,0,6,11,0,0,0,4,1,3,1,0,4,0,3,1,1,5,1,0,4,0,5,0,4,1,0,3,2,2,0,9,0,0,0,25,20,0,1,29,16,0,0,4,0,0,0,24,0,0,14,7,0,1,0,1,0,63,0,23,28,0,0,0,4,1,11,4,0,14,0,6,1,2,14,1,0,6,0,19,0,7,1,0,16,2,5,0
7731-1,Mail Van,7.99,37.0,13.0,4.5,15.0,Modern day,City,Cargo,2008,830.3,,66.0,1,41,68,3,3,11,Yellow,Red,2,0,0,0,2,2,0,0,1,2,0,0,2,0,0,0,0,0,0,1,3,0,1,0,3,0,5,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,2,2,1,0,2,0,0,0,4,2,0,0,1,3,0,0,2,0,0,0,0,0,0,1,3,0,1,0,5,0,10,0,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,8,3,1,0
7732-1,Air Mail,14.99,33.0,10.0,4.6,12.0,Modern day,City,Cargo,2008,,,88.0,1,58,91,4,4,10,Yellow,Red,2,0,0,0,3,1,0,0,6,0,5,0,0,0,0,0,2,0,0,2,3,0,0,0,1,0,9,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,3,2,1,0,2,0,0,0,4,4,0,0,9,0,6,0,0,0,0,0,2,0,0,2,3,0,0,0,2,0,18,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,3,0,7,6,1,0
7733-1,Truck & Forklift,24.99,75.0,31.0,4.8,18.0,Modern day,City,Cargo,2008,,,343.0,2,134,353,9,11,16,Black,Green,7,0,0,0,8,2,0,3,8,4,0,0,1,0,0,0,2,0,0,4,7,0,0,0,4,0,22,3,10,15,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,10,3,4,0,5,0,0,4,1,2,0,9,0,0,0,30,4,0,6,17,9,0,0,2,0,0,0,3,0,0,4,7,0,0,0,18,0,69,3,29,41,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,23,3,23,0,8,0,0,32,1,2,0
7734-1,Cargo Plane,49.99,162.0,63.0,4.7,12.0,Modern day,City,Cargo,2008,,,463.0,3,146,472,7,10,15,White,Light Bluish Gray,6,0,0,0,11,7,0,1,6,3,3,0,1,0,0,0,0,0,0,4,7,0,0,0,1,0,30,6,9,11,0,0,0,0,0,1,1,0,3,0,1,0,0,4,0,0,11,0,2,0,4,4,0,6,0,3,0,8,0,0,0,53,36,0,1,14,7,8,0,2,0,0,0,0,0,0,5,9,0,0,0,1,0,93,12,13,28,0,0,0,0,0,1,2,0,4,0,2,0,0,46,0,0,41,0,9,0,14,8,0,52,0,3,0
7736-1,Coast Guard Quad Bike,4.99,9.0,3.0,4.5,13.0,Modern day,City,Coast Guard,2008,663.552,0.07,33.0,1,22,35,2,2,9,White,Black,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,3,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,8,0,0,0
7737-1,Coast Guard 4WD & Jet Scooter,9.99,22.0,7.0,4.4,14.0,Modern day,City,Coast Guard,2008,1658.88,0.19,130.0,1,73,136,6,6,12,White,Dark Bluish Gray,5,0,0,0,2,2,0,1,7,3,1,0,0,0,0,0,0,0,0,7,5,0,1,0,1,0,13,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,0,2,0,1,0,6,0,0,0,3,2,0,1,12,5,1,0,0,0,0,0,0,0,0,8,5,0,1,0,2,0,23,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,8,0,0,12,0,1,0
7738-1,Coast Guard Helicopter & Life Raft,39.99,62.0,23.0,4.4,18.0,Modern day,City,Coast Guard,2008,13271.04,0.91,445.0,4,168,459,10,12,16,Black,White,2,0,0,1,11,4,0,3,12,3,0,0,0,0,1,0,2,0,1,9,7,0,0,0,2,2,31,2,8,14,0,0,0,2,1,3,2,0,5,2,3,0,0,5,1,0,14,0,4,0,2,3,0,2,2,2,0,4,0,0,2,33,15,0,5,34,6,0,0,0,0,4,0,6,0,1,14,12,0,0,0,6,2,110,2,16,59,0,0,0,2,1,4,3,0,7,2,5,0,0,15,2,0,39,0,15,0,4,5,0,12,10,2,0
7739-1,Coast Guard Patrol Boat & Tower,59.99,116.0,42.0,4.5,12.0,Modern day,City,Coast Guard,2008,17694.719999999998,1.42,444.0,4,212,457,12,13,15,White,Dark Bluish Gray,12,1,0,0,17,2,0,14,14,1,0,0,2,0,2,0,7,0,0,23,10,0,1,0,5,2,28,2,19,15,2,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,8,3,4,0,2,3,1,0,4,2,0,23,1,0,0,68,4,0,26,25,4,0,0,3,0,2,0,12,0,0,46,20,0,1,0,15,2,49,3,37,52,2,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,20,3,8,0,3,3,2,0,14,2,0
7741-1,Police Helicopter,9.99,15.0,4.0,4.6,31.0,Modern day,City,Police,2008,1658.88,0.17,94.0,1,66,99,6,6,14,White,Blue,1,0,0,0,3,1,0,1,6,2,3,0,2,0,0,0,2,0,0,7,3,0,1,0,2,0,11,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,2,1,0,1,0,0,0,5,1,0,2,11,3,4,0,4,0,0,0,8,0,0,7,3,0,1,0,4,0,20,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,4,1,0
7743-1,Police Command Centre,44.99,72.0,20.0,4.3,13.0,Modern day,City,Police,2008,11943.936000000005,1.08,524.0,4,194,543,15,20,15,White,Black,8,0,0,0,19,1,0,1,12,9,0,0,0,0,0,0,4,0,0,13,9,0,0,0,5,0,34,3,14,14,0,0,0,0,0,1,0,0,2,0,3,0,0,5,0,0,12,2,7,0,6,0,0,2,6,2,0,13,0,0,0,74,1,0,2,32,39,0,0,0,0,0,0,4,0,0,17,12,0,0,0,15,0,104,3,34,33,0,0,0,0,0,5,0,0,10,0,6,0,0,8,0,0,43,3,30,0,11,0,0,28,14,2,0
7744-1,Police Headquarters,89.99,170.0,49.0,4.9,21.0,Modern day,City,Police,2008,24035.327999999998,2.4,953.0,7,285,985,15,28,17,White,Black,13,2,0,0,28,4,0,4,19,10,0,0,4,0,1,0,8,0,0,29,13,0,0,0,7,6,32,1,20,18,2,0,0,0,1,2,1,0,3,0,7,0,0,2,0,0,14,5,5,0,7,1,1,4,8,3,0,33,2,0,0,168,6,0,14,69,87,0,0,4,0,2,0,16,0,0,50,22,0,0,0,20,15,101,2,63,46,3,0,0,0,1,10,4,0,13,0,19,0,0,6,0,0,74,7,38,0,18,2,1,20,45,4,0
7796-1,House,,,,,,Model making,Creator,,2008,,,56.0,0,18,54,1,1,9,Yellow,Light Bluish Gray,0,0,0,0,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797-1,Bi-Plane,,10.0,4.0,5.0,2.0,Model making,Creator,,2008,,,37.0,0,19,38,1,1,6,Red,White,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0
7798-1,Stegosaurus,,6.0,3.0,5.0,2.0,Model making,Creator,,2008,,,47.0,0,20,50,2,2,6,Dark Bluish Gray,Black,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
7799-1,Cargo Copter,,3.0,2.0,3.5,2.0,Model making,Creator,,2008,,,40.0,0,18,38,0,0,6,Yellow,Black,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
