set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
853389-1,Friends pen and notebook,Miscellaneous,Gear,Stationery,2012,,,,0,,,,"New: Not known, Used: Not known",,,Friends,Gear,,
853393-1,LEGO Friends Picture Frame,Miscellaneous,Miscellaneous,Photo frames,2012,,,49,0,/inventories/853393-1,,"£9.99, $14.99","New: Not known, Used: Not known",,,Cat,Extended,Box,
853394-1,Friends jewellery box,Miscellaneous,Gear,Storage,2012,,,,0,,,,"New: Not known, Used: Not known",,,"Storage, Friends",Gear,,
853395-1,Friends Tumbler,Miscellaneous,Gear,Housewares,2012,,,,0,,,£4.99,"New: Not known, Used: Not known",,,,Gear,,
853396-1,Friends handbag,Miscellaneous,Gear,Bags,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
853400-1,Friends mug,Miscellaneous,Gear,Housewares,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
853401-1,Ninja Kai Chain,Miscellaneous,Gear,Key Chains/Ninjago,2012,,,,0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853402-1,Ninja Cole Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2012,,,,0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,Tag,
853403-1,Ninjago Hypnobrai Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2012,,,,0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853404-1,Ninjago Magnet Set,Miscellaneous,Gear,Magnets/Ninjago,2012,,,,0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,"Set includes Sensei Wu, Fangpyre and Ninja Jay."
853409-1,Ninjago Spinner Storage Box,Miscellaneous,Gear,Storage,2012,,,,0,,,"£14.99, $16.99","New: Not known, Used: Not known",,,"Storage, Spinner, Ninjago",Gear,,
853410-1,Spinjitzu Card Collection Holder,Miscellaneous,Gear,Miscellaneous,2012,,,,0,,,"£9.99, $12.99","New: Not known, Used: Not known",,,,Gear,,
853412-1,Anakin Skywalker,Miscellaneous,Gear,Key Chains/Star Wars,2012,,,,0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,White/Blue/Black Tag
853413-1,Watto,Miscellaneous,Gear,Key Chains/Star Wars,2012,,,,0,,,"£2.99, $4.99","New: Not known, Used: Not known",5.0,1review,,Gear,,White/Blue/Black Tag
853414-1,Magnets,Miscellaneous,Gear,Magnets/Star Wars,2012,,,,0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,
853419-1,Magnets,Miscellaneous,Gear,Magnets/Star Wars,2012,,,,0,,,"£9.99, $14.99","New: Not known, Used: Not known",2.0,1review,,Gear,Blister pack,"Contains Luke Skywalker, Emperor Palpatine and General Veers "
853421-1,Magnets,Miscellaneous,Gear,Magnets/Star Wars,2012,,,,0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,
853429-1,Batman Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2012,,0.01Kg (0.02 lb),,0,,,"£3.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,
853430-1,Superman Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2012,,0.01Kg (0.02 lb),,0,,,"£3.99, $4.99, 4.99€","New: Not known , Used: Not known",,,,Gear,,
853431-1,Super Heroes Magnet Set,Miscellaneous,Gear,Magnets/Super Heroes,2012,,,,0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,
853432-1,Super Heroes Magnet Set,Miscellaneous,Gear,Magnets/Super Heroes,2012,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,Blister pack,"Contains Wonder Woman, Superman and Two-Face"
853433-1,Wonder Woman Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2012,,0.01Kg (0.02 lb),,0,,,"£4.99, $4.99, 4.99€","New: Not known, Used: Not known",,,,Gear,,
2000416-1,Duck,Educational,Serious Play,,2012,,,6,0,/inventories/2000416-1,,,"New: $3, Used: Not known",,,Polybag,Normal,Polybag,"Set given to judges prior to attending First Lego League held the weekend of 10th and 11th of November, 2012 in Norway. Included in 66438-1 "
2853832-1,LEGO Storage Stool,Miscellaneous,Gear,Storage,2012,,,,0,,,,"New: Not known, Used: Not known",,,Storage,Gear,,Available in red or blue.
3300003-1,LEGO Brand Retail Store,Miscellaneous,Promotional,LEGO brand store opening set,2012,,,280,0,/inventories/3300003-1,,$0.00,"New: $76, Used: $25",4.0,1review,Microscale,Normal,Box,"Given away at brand store grand opening events, 2012 onwards.Replaced by 40145-1 "
3300014-1,Christmas Set,Miscellaneous,Seasonal,Christmas,2012,19 x 14 x 4.5 cm (7.5 x 5.5 x 1.8 in),,109,4,/inventories/3300014-1,/minifigs/inset-3300014-1,$14.99,"New: $43, Used: $32",4.5,2,"Christmas, Horse, Lamppost, Vignette, Sled",Normal,Box,"Available during 'Brick Friday' weekend, November 2012."
4000004-1,Systematic Creativity Toolbox,Miscellaneous,Miscellaneous,LEGO internal,2012,,,,0,,,,"New: $157, Used: $100",,,,Normal,,
4000005-1,Kornmarken Factory 2012,Miscellaneous,Miscellaneous,LEGO internal,2012,,,315,0,/inventories/4000005-1,,,"New: $375, Used: $300",,,"Microscale, Billund, Denmark",Normal,Box,"Given to LEGO employees at the Kornmarken factory, June 2012."
4000006-1,Production Kladno Campus,Miscellaneous,Miscellaneous,LEGO internal,2012,,,278,0,/inventories/4000006-1,,,"New: $163, Used: $47",,,Microscale,Normal,,
4000007-1,Ole Kirk's House,Miscellaneous,Miscellaneous,Employee gift,2012,,,910,0,/inventories/4000007-1,,,"New: $309, Used: $208",,,"House, Baseplate, Microscale, Billund, Denmark",Normal,Box,Christmas 2012 employee gift. Instructions: Book 1 | Book 2Similar to LIT2009-1 
4000012-1,Piper Airplane,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,2012,,,795,0,/inventories/4000012-1,,,"New: $2072, Used: Not known",,,"Aircraft, Cart, Airplane, Airport, Billund, Denmark",Normal,Box,LEGO Inside Tour 2012 exclusive set.
4648933-1,{Hero Factory Accessory Pack},Constraction,HERO Factory,,2012,,,6,0,,,,"New: $9, Used: Not known",,,"Polybag, Ccbs",Extended,Polybag,
4659591-1,Place mat,Miscellaneous,Gear,Housewares,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
4659597-1,Bracelets,Girls,Friends,Promotional,2012,,,2,0,,,,"New: Not known, Used: Not known",,,Polybag,Extended,Polybag,"[HU] Available in Auchan stores 4/12, HUF599[US] Given to the first 100 people who registered to set up an ""Alex's Lemonade Stand"" at Toys R Us.[CA] It was also a promotional item at Toys R Us Canada in February and March 2012 for people who spent $25 or more on LEGO Friends sets."
4659602-1,{Display Stand},Girls,Friends,Promotional,2012,,,17,0,,,,"New: $4, Used: Not known",,,Polybag,Extended,Polybag,Available from Barnenhus stores in Sweden. Free with minimum purchase of 'Friends' sets. [SE]
4659604-1,Friends notebook,Miscellaneous,Gear,Stationery,2012,,,,0,,,,"New: Not known, Used: Not known",,,Friends,Gear,,
4659607-1,{Booster Pack},Constraction,HERO Factory,,2012,,,6,0,,,,"New: $11, Used: $5",,,"Polybag, Ccbs",Extended,Polybag,"[HU] Available in Auchan stores, 4/12Included in 66452-1 "
4659612-1,Spinner ring,Action/Adventure,Ninjago,Promotional,2012,,,1,0,,,,"New: $6, Used: Not known",,,Polybag,Extended,Polybag,"[FR] Free with Ninjago products in King Jouets, May 2012"
4659640-1,Special Edition Card,Action/Adventure,Ninjago,Promotional,2012,,,1,0,,,,"New: Not known, Used: Not known",,,,Extended,Foil pack,Foil pack containing a single special edition card.
5000022-1,The Hulk,Licensed,Marvel Super Heroes,Avengers,2012,,,4,1,,/minifigs/inset-5000022-1,,"New: $23, Used: $18",4.4,7,"Hulk, Polybag, Avengers",Extended,Polybag,Free from shop.LEGO.com with purchases over a threshold during May 2012.
5000023-1,Exclusive Minifigure Pack,Miscellaneous,Promotional,LEGO brand store opening set,2012,,,12,0,,,"£0.00, $0.00","New: Not known, Used: Not known",5.0,1review,"Germany, Belgium",Extended,Blister pack,"[EU] Available at anniversaries of German store openings, 2013 and opening of Wijnegem store, Belgium, November 2013.[US] LEGO Store Grand Re-Opening Exclusive Set, Colorado Mills, Denver, CO., March 23 - 25, 2012. "
5000030-1,Kendo Jay Booster Pack,Action/Adventure,Ninjago,Booster pack,2012,,,31,1,,/minifigs/inset-5000030-1,,"New: $7, Used: $8",4.0,2,"Jay Walker, Lightning",Extended,Foil pack,[UK/US] Free with [email protected] orders over £50/$75 during Dec 2011/Jan 2012.
5000062-1,Darth Maul,Licensed,Star Wars,Minifig Pack,2012,,,7,1,,/minifigs/inset-5000062-1,$0.00,"New: $20, Used: $14",4.7,3,"Darth Maul, Polybag, Sith",Extended,Polybag,"[US] Given away to visitors to the LEGO stand at the New York toy fair, February 2012.[UK] Free with purchases of £20 or more from the Star Wars shop at Legoland Windsor during April 2012."
5000063-1,TC-14,Licensed,Star Wars,Episode I,2012,,,3,1,,/minifigs/inset-5000063-1,"£0.00, $0.00","New: $31, Used: $27",4.7,3,"TC-14, Polybag, Droid",Extended,Polybag,Promotional 'May The Fourth' / 'Revenge Of The Fifth' minifigure available from LEGO [email protected] free with minimum purchase of $75/£50 4th-5th May 2012. [UK/US/EU]Also available October 2012 with minimum purchase of €55. [UK/EU]
5000146-1,FC Bayern Munich keyring 1,Miscellaneous,Gear,Key Chains/Sports,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,Tag,
5000147-1,FC Bayern Munich keyring 2,Miscellaneous,Gear,Key Chains/Sports,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,Tag,
5000194-1,{?},Constraction,HERO Factory,,2012,,,13,0,,,,"New: $11, Used: Not known",3.0,1review,"Polybag, Ccbs",Extended,Polybag,
5000202-1,Elrond,Licensed,The Lord of the Rings,The Fellowship of the Ring,2012,,,6,1,,/minifigs/inset-5000202-1,"£0.00, $0.00","New: $17, Used: $13",4.8,8,"Elrond, Polybag, Elves, Mordor",Extended,Polybag,Free with pre orders of LEGO Lord of the Rings video game
5000245-1,Stephanie,Girls,Friends,Promotional,2012,,,5,1,,/minifigs/inset-5000245-1,$4.99,"New: $5, Used: Not known",,,"Stephanie, Polybag",Extended,Polybag,Available exclusively from TRU for $4.99 from January 2012. Also available free as part of a promotion from TRU when spending $20 or more on any Friends set until Feb 4th 2012 [US]
5000248-1,3-Drawer Storage Unit,Miscellaneous,Gear,Storage,2012,,,,0,,,$39.99,"New: Not known, Used: Not known",,,"Baseplate, Storage",Gear,,
5000249-1,Boba Fett Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£24.99, $29.99, 29.99€","New: Not known, Used: Not known",5.0,1review,,Gear,,
5000252-1,Ninjago Kendo Cole Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£20.99, $24.99","New: Not known, Used: Not known",,,,Gear,Box,
5000253-1,Ninjago Kai ZX Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,£20.99,"New: Not known, Used: Not known",,,,Gear,Box,
5000281-1,Chase McCain,Modern day,City,Police,2012,,,4,1,,/minifigs/inset-5000281-1,"£0.00, $0.00","New: $12, Used: $6",5.0,1review,"Polybag, Police",Extended,Polybag,Given away free with pre-orders of the LEGO City Undercover video game.
5000437-1,Vintage Minifigure Collection Vol. 1 (TRU edition),Miscellaneous,Promotional,Toys R Us,2012,,,21,5,,/minifigs/inset-5000437-1,,"New: $37, Used: $28",,,"Fire, Octan, Bricktober",Extended,Box,Given away at Toys R Us in the USA during Bricktober 2012.See also 852331-1 
5000438-1,Vintage Minifigure Collection Vol. 2 (TRU edition),Miscellaneous,Promotional,Toys R Us,2012,,,22,5,,/minifigs/inset-5000438-1,,"New: $55, Used: $25",,,"Bricktober, Pirates, Post, Ninja",Extended,Box,Given away at Toys R Us in the USA during Bricktober 2012.See also 852331-1 
5000439-1,Vintage Minifigure Collection Vol. 3 (TRU edition),Miscellaneous,Promotional,Toys R Us,2012,,,20,5,,/minifigs/inset-5000439-1,,"New: $23, Used: Not known",,,"Bricktober, Medical, Forestmen, Ninja",Extended,Box,Given away at Toys R Us in the USA during Bricktober 2012.
5000440-1,Vintage Minifigure Collection Vol. 4 (TRU edition),Miscellaneous,Promotional,Toys R Us,2012,,,25,5,,/minifigs/inset-5000440-1,,"New: $76, Used: Not known",,,"Christmas, Bricktober, Forestmen, Blacktron",Extended,Box,Given away at Toys R Us in the USA during Bricktober 2012.
5000441-1,Ninjago Surprise Bag,Miscellaneous,Gear,Miscellaneous,2012,,,,0,,,$7.99,"New: Not known, Used: Not known",,,Polybag,Gear,Polybag,"Contains 5 puzzle pieces with dragons forming a circle/arena, 1 trading card, 1 green Ninjago headband and 1 sheet with mask."
5000642-1,Star Wars poster,Miscellaneous,Gear,Posters,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
5000644-1,Monster Fighters promotional pack,Action/Adventure,Monster Fighters,Promotional,2012,,,12,0,,,,"New: $20, Used: $20",5.0,1review,"Polybag, Spooky, Spider, Bat",Extended,Polybag,"[CA] Given out on day 4 of FanExpo in Toronto in August 2012.[US] Given away at US Toys R Us stores on October 27, 2012 in return for helping to build vignettes for the store's ""graveyard scene"""
5000646-1,City poster,Miscellaneous,Gear,Posters,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,Other,Free with [email protected] orders over £25/$25 during February 2012.
5001050-1,ZipBin Millennium Falcon Messenger Bag,Miscellaneous,Gear,Bags,2012,,,,0,,,$19.99,"New: Not known, Used: Not known",,,"Original Trilogy, Star Wars",Gear,,
5001090-1,Batman™ 2: DC Super Heroes - 3DS,Miscellaneous,Gear,Video Games/3DS,2012,,,,0,,,"£34.99, $39.99","New: Not known, Used: Not known",,,,Gear,,
5001091-1,Batman™ 2: DC Super Heroes - DS,Miscellaneous,Gear,Video Games/DS,2012,,,,0,,,"£29.99, $29.99","New: Not known, Used: Not known",,,,Gear,,
5001092-1,Batman™ 2: DC Super Heroes - PC,Miscellaneous,Gear,Video Games/PC,2012,,,,0,,,"£24.99, $29.99","New: Not known, Used: Not known",5.0,1review,,Gear,,
5001093-1,Batman™ 2: DC Super Heroes - PS3,Miscellaneous,Gear,Video Games/PS3,2012,,,,0,,,"£39.99, $49.99","New: Not known, Used: Not known",,,,Gear,,
5001094-1,Batman 2: DC Super Heroes - PSV,Miscellaneous,Gear,Video Games/PS Vita,2012,,,,0,,,"£39.99, $39.99","New: Not known, Used: Not known",,,,Gear,,
5001095-1,Batman™ 2: DC Super Heroes - Wii,Miscellaneous,Gear,Video Games/Wii,2012,,,,0,,,"£29.99, $39.99","New: Not known, Used: Not known",4.5,2,,Gear,,
5001096-1,Batman™ 2: DC Super Heroes - Xbox 360,Miscellaneous,Gear,Video Games/Xbox 360,2012,,,,0,,,"£39.99, $49.99","New: Not known, Used: Not known",,,,Gear,,
5001097-1, ZipBin Toy Box and Playmat,Miscellaneous,Gear,Storage,2012,,,,0,,,$19.99,"New: Not known, Used: Not known",,,"Storage, Playmat",Gear,,
5001125-1,Sort and Store with Baseplate,Miscellaneous,Gear,Storage,2012,,,,0,,,$44.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001126-1,"Moleskine notebook black brick, ruled, large ",Miscellaneous,Gear,Stationery,2012,,,,0,,,"£17.50, $21.99","New: Not known, Used: Not known",,,Moleskine,Gear,,
5001127-1,"Moleskine notebook yellow brick, ruled, small",Miscellaneous,Gear,Stationery,2012,,,,0,,,"£13.50, $16.99","New: Not known, Used: Not known",,,Moleskine,Gear,,
5001128-1,"Moleskine notebook green brick, plain, small",Miscellaneous,Gear,Stationery,2012,,,,0,,,"£13.50, $16.99","New: Not known, Used: Not known",,,Moleskine,Gear,,
5001129-1,"Moleskine notebook red brick, plain, large ",Miscellaneous,Gear,Stationery,2012,,,,0,,,"£17.50, $21.99","New: Not known, Used: Not known",5.0,1review,Moleskine,Gear,,
5001140-1,LEGO® Ninjago Masters of Spinjitzu,Miscellaneous,Gear,Digital media,2012,,,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5001159-1,Darth Vader Light Key Chain,Miscellaneous,Gear,Lights,2012,,,,0,,,"£9.99, $11.99, 12.99€","New: Not known, Used: Not known",5.0,1review,,Gear,Box,
5001160-1,Stormtrooper Light Key Chain,Miscellaneous,Gear,Lights,2012,,,,0,,,"£9.99, $11.99, 12.99€","New: Not known, Used: Not known",,,,Gear,,
5001164-1,Girls 3-Drawer Storage Bin,Miscellaneous,Gear,Storage,2012,,,,0,,,$39.99,"New: Not known, Used: Not known",,,"Baseplate, Storage, Friends",Gear,,
5001261-1,Sorting Trays,Miscellaneous,Gear,Storage,2012,,,,0,,,$6.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001283-1,Mini Box Red,Miscellaneous,Gear,Storage,2012,,,,0,,,£1.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001284-1,Mini Box Yellow,Miscellaneous,Gear,Storage,2012,,,,0,,,£3.49,"New: Not known, Used: Not known",,,Storage,Gear,,
5001310-1,Yoda Light Key Chain,Miscellaneous,Gear,Lights,2012,,,,0,,,"£9.99, $11.99, 12.99€","New: Not known, Used: Not known",,,,Gear,,
5001311-1,Darth Maul Light Key Chain,Miscellaneous,Gear,Lights,2012,,,,0,,,"£9.99, $11.99","New: Not known, Used: Not known",,,,Gear,,
5001313-1,Darth Vader Flashlight,Miscellaneous,Gear,Lights,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",5.0,1review,,Gear,,
5001314-1,Imperial Stormtrooper Flashlight,Miscellaneous,Gear,Lights,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5001323-1,LEGO Lunch Box,Miscellaneous,Gear,Housewares,2012,,,,0,,,£7.99,"New: Not known, Used: Not known",,,,Gear,,
5001351-1,Darth Maul Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",,,Sith,Gear,,
5001352-1,Monster Fighters Mummy Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",4.0,1review,"Spooky, Egypt",Gear,,
5001353-1,Monster Fighters Lord Vampyre Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",,,Spooky,Gear,,
5001354-1,Monster Fighters Mummy Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$24.99,"New: Not known, Used: Not known",,,,Gear,,
5001355-1,Ninjago Kai ZX Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",,,"Fire, Ninjago, Ninja",Gear,,
5001356-1,Ninjago Kai ZX Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£19.99, $24.99","New: Not known, Used: Not known",,,,Gear,,
5001357-1,Ninjago Kendo Cole Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£19.99, $24.99, 24.99€","New: Not known, Used: Not known",,,,Gear,,
5001358-1,Ninjago Lasha Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£19.99, $24.99","New: Not known, Used: Not known",,,,Gear,,
5001366-1,Ninjago Lloyd ZX Minifigure Alarm Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$29.99,"New: Not known, Used: Not known",,,"Ninjago, Ninja",Gear,Box,
5001368-1,Friends Olivia Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£19.99, $24.99, 24.99€","New: Not known, Used: Not known",,,,Gear,,
5001369-1,Friends Stephanie Kids' Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£19.99, $24.99, 24.99€","New: Not known, Used: Not known",,,,Gear,,
5001370-1,Time-Teacher Minifigure Watch & Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£24.99, $29.99, 29.99€","New: Not known, Used: Not known",,,,Gear,,
5001371-1,Time-Teacher Girl Minifigure Watch & Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,"£24.99, $29.99, 29.99€","New: Not known, Used: Not known",,,,Gear,,
5001375-1,Monster Fighters Lord Vampyre Watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,$24.99,"New: Not known, Used: Not known",,,,Gear,,
5001376-1,Lunch Box,Miscellaneous,Gear,Housewares,2012,,,,0,,,$15.99,"New: Not known, Used: Not known",,,,Gear,,
5001377-1,Lunch Box,Miscellaneous,Gear,Housewares,2012,,,,0,,,$15.99,"New: Not known, Used: Not known",,,,Gear,,
5001378-1,Lunch Box,Miscellaneous,Gear,Housewares,2012,,,,0,,,$15.99,"New: Not known, Used: Not known",,,,Gear,,
5001379-1,Mini box blue,Miscellaneous,Gear,Storage,2012,,,,0,,,$3.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001380-1,Mini box pink,Miscellaneous,Gear,Storage,2012,,,,0,,,$3.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001382-1,Mini box red,Miscellaneous,Gear,Storage,2012,,,,0,,,$3.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001383-1,4-stud Blue Storage Brick,Miscellaneous,Gear,Storage,2012,,,,0,,,$19.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001384-1,4-stud Green Storage Brick,Miscellaneous,Gear,Storage,2012,,,,0,,,$31.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001385-1, 4-stud Red Storage Brick,Miscellaneous,Gear,Storage,2012,,,,0,,,$19.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001386-1,8-stud Blue Storage Brick,Miscellaneous,Gear,Storage,2012,,,,0,,,$41.99,"New: Not known, Used: Not known",5.0,1review,Storage,Gear,,
5001387-1,8-stud Green Storage Brick,Miscellaneous,Gear,Storage,2012,,,,0,,,$41.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001388-1,8-stud Red Storage Brick,Miscellaneous,Gear,Storage,2012,,,,0,,,$41.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5001632-1,The Lord of the Rings Video Game ,Miscellaneous,Gear,Video Games/Wii,2012,,,,0,,,"£29.99, $39.99","New: Not known, Used: Not known",5.0,2,,Gear,,
5001633-1,The Lord of the Rings Video Game,Miscellaneous,Gear,Video Games/PS3,2012,,,,0,,,"£39.99, $49.99","New: Not known, Used: Not known",,,,Gear,,
5001634-1,The Lord of the Rings Video Game,Miscellaneous,Gear,Video Games/PS Vita,2012,,,,0,,,"£34.99, $39.99","New: Not known, Used: Not known",,,,Gear,,
5001635-1,The Lord of the Rings Video Game,Miscellaneous,Gear,Video Games/Xbox 360,2012,,,,0,,,"£39.99, $49.99","New: Not known, Used: Not known",,,,Gear,,
5001636-1,The Lord of the Rings Video Game,Miscellaneous,Gear,Video Games/DS,2012,,,,0,,,"£29.99, $29.99","New: Not known, Used: Not known",,,,Gear,,
5001641-1,The Lord of the Rings Video Game ,Miscellaneous,Gear,Video Games/PC,2012,,,,0,,,"£24.99, $29.99","New: Not known, Used: Not known",5.0,1review,,Gear,,
5001643-1,The Lord of the Rings Video Game,Miscellaneous,Gear,Video Games/3DS,2012,,,,0,,,"£34.99, $39.99","New: Not known, Used: Not known ",,,,Gear,,
5001909-1,Ninjago: Masters of Spinjitzu: Rise of the Green Ninja,Miscellaneous,Gear,Digital media,2012,,,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
6012292-1,Friends small bag,Miscellaneous,Gear,Storage,2012,,,,0,,,,"New: Not known, Used: Not known",,,Friends,Gear,,
6012298-1,Promotional polybag,Action/Adventure,Ninjago,Promotional,2012,,,11,0,,,,"New: Not known, Used: Not known",5.0,1review,Polybag,Extended,Polybag,
6012306-1,Battle of Hoth Dice,Miscellaneous,Gear,Key Chains/Star Wars,2012,,,,0,,,,"New: Not known, Used: Not known",,,Polybag,Gear,Polybag,
6024305-1,Best Friends bricks,Girls,Friends,Promotional,2012,,,2,0,,,£0.00,"New: Not known, Used: Not known",,,Polybag,Extended,Polybag,"Given away at the opening of the LEGO store in Manchester, UK"
6032459-1,Friends,Miscellaneous,Gear,Digital media,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,Other,
6038514-1,The LEGO Story,Miscellaneous,Gear,Digital media,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,Other,"For LEGO internal use only, but was given away at some US brand stores, Sept. 2012"
9003066-1,HERO Factory watch,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
9003936-1,Captain Rex Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,£24.99,"New: Not known, Used: Not known",,,"Galactic Republic, Star Wars",Gear,Box,Manufactured by Clic Time Holdings Ltd.
9005251-1,Fang-Suei Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,£23.99,"New: Not known, Used: Not known",,,"Serpentine, Fangpyre, Ninjago",Gear,Box,Manufactured by Clic Time Holdings Ltd.
9005602-1,Savage Opress Alarm Clock,Miscellaneous,Gear,Watches/Clocks,2012,,,,0,,,£24.99,"New: Not known, Used: Not known",,,,Gear,Box,Manufactured by Clic Time Holdings Ltd.
ALPHARETTA-1,Alpharetta Exclusive Minifigure Pack,Miscellaneous,Promotional,LEGO brand store opening set,2012,,,15,3,,/minifigs/inset-ALPHARETTA-1,$0.00,"New: $285, Used: Not known",,,"USA, Pirates",Other,Blister pack,"[US] LEGO Store Grand Opening Exclusive Set, Alpharetta. Free with minimum purchase. Limited to 500 sets."
BILBO-1,Bilbo Baggins ,Licensed,The Hobbit,An Unexpected Journey,2012,,,4,0,,,$0.00,"New: Not known, Used: Not known",,,,Other,Other,Promotional cloth bag containing a Bilbo Baggins minifigure and small insert given away to attendees who followed clues on a map to different boothes at the San Diego Comic Convention July 2012 to promote the launch of the 'The Hobbit: An Unexpected Journey film and LEGO sets. [US]
CELEBVI-1,Mini Slave I,Licensed,Star Wars,Episode V,2012,,,80,0,,,,"New: $220, Used: $50",,,Bespin,Other,Other,"Available at Star Wars Celebration, August 2012. "
CITYDVD-1,LEGO City: Mini Movie Collection DVD,Miscellaneous,Gear,Digital media,2012,,,,0,,,£0.00,"New: Not known, Used: Not known",,,,Gear,Plastic box,"Limited Edition DVD. Free with minimum purchase of £20 from various High street toy stores and retail outlets including The Entertainer, Toymaster and Smyths. [UK]"
COMCON019-1,Sith Infiltrator (SDCC 2012 exclusive),Licensed,Star Wars,Episode I,2012,,,84,1,,/minifigs/inset-COMCON019-1,$40.00,"New: $200, Used: Not known",,,"Dark Eye Probe Droid, SDCC, Droid, Sith",Other,Other,Exclusive 'Mini Buiding Set' in 'Tin' Packaging. Available to the first 200 customers each day of the San Diego Comic Convention 2012. Also includes Darth Maul minifigure. Limited to 1000 sets. [US]Download instructions
COMCON020-1,Shazam (SDCC 2012 exclusive),Licensed,DC Comics Super Heroes,Promotional Exclusive Minifigure,2012,,,,1,,/minifigs/inset-COMCON020-1,,"New: $516, Used: Not known",,,"Shazam, SDCC",Other,Other,Promotional figure given to raffle winners at the San Diego Comic Convention July 2012.
COMCON021-1,Phoenix (SDCC 2012 exclusive),Licensed,Marvel Super Heroes,Comics,2012,,,5,1,,/minifigs/inset-COMCON021-1,,"New: $459, Used: Not known",,,"Phoenix, Female, SDCC",Other,Other,Promotional figure given to raffle winners at the San Diego Comic Convention July 2012.
